USE_YM,USE_HM,FDRCT_VLD_KWH
20220813,0200,4413841.239
20220813,0300,4202040.756
20220813,0400,3029156.373
20220813,0500,4121399.677
20220813,0600,3354230.738
20220813,0700,4198835.643
20220813,0800,4720749.675
20220813,0900,5157528.382
20220813,1000,6136402.729
20220813,1100,5080650.814
20220813,1200,6639989.659
20220813,1300,5043617.326
20220813,1400,5735714.836
20220813,1500,4832330.634
20220813,1600,5577112.178
20220813,1700,5636569.4756
20220813,1800,5675506.794
20220813,1900,5801770.047
20220813,2000,6492214.2639999995
20220813,2100,5494447.28
20220813,2200,5240592.734
20220813,2300,4981592.66
20220813,2400,4667523.784
20220814,0100,1831106.458
20220814,0200,1607771.294
20220814,0300,1586430.259
20220814,0400,1419242.379
20220814,0500,1440000.38
20220814,0600,1445564.092
20220814,0700,1622486.3969999999
20220814,0800,1651721.091
20220814,0900,1894209.903
20220814,1000,1951771.778
20220814,1100,2125078.0206
20220814,1200,2458104.9422
20220814,1300,2295266.6524
20220814,1400,2414071.189
20220814,1500,2493960.462
20220814,1600,2412583.754
20220814,1700,2361277.326
20220814,1800,2484488.244
20220814,1900,2462827.443
20220814,2000,2490121.041
20220814,2100,2357445.737
20220814,2200,2172538.952
20220814,2300,2272037.365
20220814,2400,1967884.395
20220815,0100,2499055.332
20220815,0200,2402730.232
20220815,0300,2332644.135
20220815,0400,2217379.1149999998
20220815,0500,3007674.032
20220815,0600,2244037.365
20220815,0700,2403739.821
20220815,0800,2478386.518
20220815,0900,2680910.456
20220815,1000,3668687.6058
20220815,1100,3006577.4034
20220815,1200,3131790.1308
20220815,1300,3160423.8194
20220815,1400,3169573.2164
20220815,1500,3205565.219
20220815,1600,2371857.172
20220815,1700,3968342.528
20220815,1800,3313696.949
20220815,1900,4064536.9099999997
20220815,2000,3293187.0300000003
20220815,2100,3214118.212
20220815,2200,3119658.944
20220815,2300,2837244.212
20220815,2400,1824441.236
20220816,0100,3721170.571
20220816,0200,3349803.34
20220816,0300,4072933.004
20220816,0400,3936247.964
20220816,0500,4736608.213
20220816,0600,4946447.6219999995
20220816,0700,4067987.2976
20220816,0800,5486643.7424
20220816,0900,6500648.4914
20220816,1000,7377873.902
20220816,1100,7510936.8984
20220816,1200,7740140.6662
20220816,1300,7640675.69
20220816,1400,7704976.401
20220816,1500,7750929.4406
20220816,1600,7708257.9252
20220816,1700,7570145.43
20220816,1800,7410116.277
20220816,1900,7056368.47
20220816,2000,6704105.365
20220816,2100,6207487.729
20220816,2200,4936522.591
20220816,2300,5293929.534
20220816,2400,5037686.9459999995
20220817,0100,3331591.548
20220817,0200,3194964.766
20220817,0300,2928518.141
20220817,0400,2885660.926
20220817,0500,2899878.272
20220817,0600,3050117.839
20220817,0700,4191409.5976
20220817,0800,3980221.4192
20220817,0900,5376929.52
20220817,1000,4064512.1918
20220817,1100,4322177.6202
20220817,1200,4651627.901
20220817,1300,4484824.4518
20220817,1400,5340018.7212
20220817,1500,5321990.6296
20220817,1600,5232036.78
20220817,1700,4413275.2774
20220817,1800,5924160.795
20220817,1900,4858864.936
20220817,2000,5513073.366
20220817,2100,4467078.055
20220817,2200,4178948.815
20220817,2300,3837262.901
20220817,2400,3499406.2430000002
20220818,0100,4538589.184
20220818,0200,4309226.083
20220818,0300,3260121.626
20220818,0400,3907950.156
20220818,0500,3846085.377
20220818,0600,3976786.244
20220818,0700,3966407.956
20220818,0800,5355320.6148
20220818,0900,7253348.8672
20220818,1000,7038989.601
20220818,1100,6485825.868
20220818,1200,6487070.1028
20220818,1300,7666880.7424
20220818,1400,6780698.6798
20220818,1500,7448035.2622
20220818,1600,7587409.0188
20220818,1700,7389311.876
20220818,1800,6306686.068
20220818,1900,6698301.965
20220818,2000,6520252.466
20220818,2100,6084004.59
20220818,2200,5777932.088
20220818,2300,5141150.846
20220818,2400,5729456.659
20220819,0100,4420359.618
20220819,0200,3380126.336
20220819,0300,4009061.567
20220819,0400,3054761.713
20220819,0500,3225555.714
20220819,0600,4404788.012
20220819,0700,4711616.682
20220819,0800,5318671.985
20220819,0900,6263206.085
20220819,1000,6778240.1974
20220819,1100,7052401.335
20220819,1200,6495717.219
20220819,1300,7168126.972
20220819,1400,6493618.856
20220819,1500,7257615.451
20220819,1600,6747082.485
20220819,1700,6396346.849
20220819,1800,7201978.056
20220819,1900,6853042.417
20220819,2000,6758525.125
20220819,2100,6375571.858
20220819,2200,5263735.097
20220819,2300,4565574.926
20220819,2400,5250112.536
20220820,0100,4722447.424
20220820,0200,5320398.276000001
20220820,0300,4166277.764
20220820,0400,3085666.571
20220820,0500,4117875.4499999997
20220820,0600,3184644.844
20220820,0700,4342008.8982
20220820,0800,5514255.3296
20220820,0900,4302504.1378
20220820,1000,5827560.1156
20220820,1100,6106415.5054
20220820,1200,5821978.15
20220820,1300,6398105.6688
20220820,1400,6504251.5314
20220820,1500,6533301.3176
20220820,1600,5773423.3946
20220820,1700,6394840.399
20220820,1800,6279002.959
20220820,1900,6364083.645
20220820,2000,6444017.635
20220820,2100,5950361.582
20220820,2200,4774172.205
20220820,2300,5170130.79
20220820,2400,4133668.436
20220821,0100,1305212.074
20220821,0200,1228050.581
20220821,0300,1389985.033
20220821,0400,1136518.835
20220821,0500,1260578.802
20220821,0600,1074273.956
20220821,0700,1188950.106
20220821,0800,1316348.16
20220821,0900,1545051.938
20220821,1000,1883510.506
20220821,1100,1963205.309
20220821,1200,1935363.033
20220821,1300,1925466.798
20220821,1400,1905447.492
20220821,1500,1921707.498
20220821,1600,1885332.427
20220821,1700,1903067.771
20220821,1800,1898020.92
20220821,1900,1896454.503
20220821,2000,1872340.726
20220821,2100,1963571.997
20220821,2200,1870586.208
20220821,2300,1565880.923
20220821,2400,1396521.068
20220822,0100,3642853.406
20220822,0200,4375112.531
20220822,0300,3340295.387
20220822,0400,3150118.515
20220822,0500,4109755.61
20220822,0600,3387986.815
20220822,0700,4674136.584
20220822,0800,5035203.768
20220822,0900,6672749.8596
20220822,1000,7575156.5804
20220822,1100,7232391.663
20220822,1200,6967563.2604
20220822,1300,7974009.8022
20220822,1400,7971261.2454
20220822,1500,9261563.366
20220822,1600,7795659.026000001
20220822,1700,8422115.867
20220822,1800,6549948.563
20220822,1900,6929310.591
20220822,2000,7710056.073
20220822,2100,6376900.448
20220822,2200,5996791.683
20220822,2300,6146055.312
20220822,2400,4198292.89
20220823,0100,4584279.8
20220823,0200,4284289.738
20220823,0300,4174293.267
20220823,0400,3031728.042
20220823,0500,3366513.049
20220823,0600,4227288.3780000005
20220823,0700,3936259.573
20220823,0800,5961865.581
20220823,0900,7060145.8368
20220823,1000,6910188.2058
20220823,1100,7134020.8586
20220823,1200,6660049.0124
20220823,1300,7641398.507
20220823,1400,6637407.4858
20220823,1500,7523492.3224
20220823,1600,7472210.1252
20220823,1700,6767187.085
20220823,1800,8155039.112
20220823,1900,5956698.557
20220823,2000,6509283.57
20220823,2100,5266606.9690000005
20220823,2200,5531598.167
20220823,2300,4965255.449
20220823,2400,4907575.947
20220824,0100,4456817.062
20220824,0200,3390836.567
20220824,0300,3158399.379
20220824,0400,2906359.906
20220824,0500,3087577.341
20220824,0600,3459834.362
20220824,0700,3680082.101
20220824,0800,4328205.688
20220824,0900,6057228.152
20220824,1000,7694545.9388
20220824,1100,6920046.1058
20220824,1200,7169327.405
20220824,1300,6257973.5945999995
20220824,1400,6256194.2576
20220824,1500,6402600.079
20220824,1600,6078038.816
20220824,1700,6869662.596
20220824,1800,5978977.592
20220824,1900,5779335.643
20220824,2000,6156675.125
20220824,2100,4928815.775
20220824,2200,5374800.253
20220824,2300,5698743.682
20220824,2400,3733640.898
20220825,0100,4439327.255
20220825,0200,3976542.922
20220825,0300,3852967.419
20220825,0400,2846463.394
20220825,0500,3700999.193
20220825,0600,3300672.3
20220825,0700,4484243.693
20220825,0800,4192812.35
20220825,0900,6593512.2469999995
20220825,1000,6244633.356
20220825,1100,6582755.183
20220825,1200,7253819.537
20220825,1300,7408786.17
20220825,1400,6382622.872
20220825,1500,5980309.149
20220825,1600,6033843.844
20220825,1700,6026948.318
20220825,1800,5550315.087
20220825,1900,5850065.905
20220825,2000,5576490.633
20220825,2100,4119141.641
20220825,2200,3838507.045
20220825,2300,4306937.288
20220825,2400,4331515.19
20220826,0100,1449484.269
20220826,0200,1334922.377
20220826,0300,1269385.86
20220826,0400,1248006.567
20220826,0500,1249030.749
20220826,0600,1298277.801
20220826,0700,1436324.044
20220826,0800,1747409.757
20220826,0900,2101489.1994
20220826,1000,2179303.2726
20220826,1100,2341801.6284
20220826,1200,2156649.599
20220826,1300,1489522.837
20220826,1400,1134576.166
20220826,1500,301846.222
20220826,1600,15669.36
20220827,0100,1515095.33
20220827,0200,1397823.2550000001
20220827,0300,1426994.8090000001
20220827,0400,1449150.22
20220827,0500,1312978.319
20220827,0600,1386070.118
20220827,0700,1451338.175
20220827,0800,1498907.9409999999
20220827,0900,1881528.292
20220827,1000,1952001.0050000001
20220827,1100,2138130.352
20220827,1200,2143103.971
20220827,1300,2963941.202
20220827,1400,1990293.53
20220827,1500,1944009.15
20220827,1600,2345076.258
20220827,1700,2411600.216
20220827,1800,2947603.609
20220827,1900,2848516.482
20220827,2000,2996461.798
20220827,2100,1947691.952
20220827,2200,2665009.506
20220827,2300,1438899.507
20220827,2400,1577459.397
20220828,0100,1634925.339
20220828,0200,2350922.184
20220828,0300,2305765.417
20220828,0400,2206912.865
20220828,0500,2193038.427
20220828,0600,2404228.02
20220828,0700,2313361.9154
20220828,0800,1636257.723
20220828,0900,2576455.1806
20220828,1000,2689580.0587999998
20220828,1100,2883728.1868
20220828,1200,2934335.1868
20220828,1300,2944347.3556
20220828,1400,1968429.9304
20220828,1500,3060714.5204
20220828,1600,3018967.5648
20220828,1700,2064418.556
20220828,1800,2219478.271
20220828,1900,2277397.707
20220828,2000,3906552.139
20220828,2100,2985798.872
20220828,2200,2064905.459
20220828,2300,2723151.531
20220828,2400,1769305.031
20220829,0100,3866581.035
20220829,0200,3708615.56
20220829,0300,3478357.674
20220829,0400,3397261.589
20220829,0500,2765543.254
20220829,0600,2992608.556
20220829,0700,4102007.321
20220829,0800,4872811.028
20220829,0900,5422324.347
20220829,1000,5977041.745
20220829,1100,5014402.686
20220829,1200,6137303.667
20220829,1300,6173872.007
20220829,1400,5601874.999
20220829,1500,6250663.3778
20220829,1600,5294902.619
20220829,1700,6032841.358
20220829,1800,6664007.485
20220829,1900,5649216.951
20220829,2000,5495230.832
20220829,2100,5121907.485
20220829,2200,4799140.412
20220829,2300,4144646.46
20220829,2400,3430067.69
20220830,0100,4045618.867
20220830,0200,3721871.246
20220830,0300,3641024.6689999998
20220830,0400,2697836.9930000002
20220830,0500,2763055.758
20220830,0600,3716761.485
20220830,0700,3317640.494
20220830,0800,4790324.119
20220830,0900,4598157.454
20220830,1000,5038615.445
20220830,1100,6013838.187
20220830,1200,5187853.591
20220830,1300,6082179.666
20220830,1400,6698207.078
20220830,1500,5066896.003
20220830,1600,5049159.603
20220830,1700,5711344.556
20220830,1800,5475817.147
20220830,1900,4800992.558
20220830,2000,4799246.759
20220830,2100,4395920.772
20220830,2200,3831413.661
20220830,2300,5280398.998
20220830,2400,4085935.972
20220831,0100,3455900.287
20220831,0200,3629305.515
20220831,0300,3589760.511
20220831,0400,2937142.5270000002
20220831,0500,2701293.505
20220831,0600,3609381.269
20220831,0700,3254187.484
20220831,0800,5622109.402
20220831,0900,5344558.432
20220831,1000,5786607.6342
20220831,1100,5170348.3894
20220831,1200,7130113.6528
20220831,1300,5970308.926
20220831,1400,5863674.074
20220831,1500,6051145.597
20220831,1600,5307856.828
20220831,1700,6962765.9651999995
20220831,1800,6130693.416
20220831,1900,5768055.623
20220831,2000,5661296.709
20220831,2100,5473668.971
20220831,2200,3961931.572
20220831,2300,3812264.806
20220831,2400,4174719.866
20220901,0100,3910779.702
20220901,0200,3743420.271
20220901,0300,3658542.966
20220901,0400,3421050.254
20220901,0500,2805122.79
20220901,0600,3431201.978
20220901,0700,2873853.0602
20220901,0800,3186698.6742
20220901,0900,5314579.2054
20220901,1000,4702791.8772
20220901,1100,4172218.3572
20220901,1200,4885882.5166
20220901,1300,5007560.997
20220901,1400,5013861.4584
20220901,1500,4848139.6666
20220901,1600,4421507.246
20220901,1700,4033785.415
20220901,1800,4090907.946
20220901,1900,3177335.827
20220901,2000,4653206.335
20220901,2100,4078610.131
20220901,2200,3458619.964
20220901,2300,3973231.323
20220901,2400,3614849.409
20220902,0100,4120646.122
20220902,0200,4706385.741
20220902,0300,3920695.144
20220902,0400,2669363.705
20220902,0500,3824680.759
20220902,0600,3156298.347
20220902,0700,4373245.9374
20220902,0800,4837742.1996
20220902,0900,5182940.1272
20220902,1000,6263058.027
20220902,1100,5585090.0804
20220902,1200,5819742.2208
20220902,1300,7548745.3454
20220902,1400,5956591.136
20220902,1500,5956198.791
20220902,1600,7346019.291999999
20220902,1700,5891723.068
20220902,1800,6521176.915
20220902,1900,5169217.702
20220902,2000,6808705.294
20220902,2100,5549966.063
20220902,2200,4437264.112
20220902,2300,3965840.176
20220902,2400,3529590.154
20220903,0100,3490231.482
20220903,0200,2972770.335
20220903,0300,2789210.195
20220903,0400,2533826.051
20220903,0500,3653110.394
20220903,0600,3719658.861
20220903,0700,3052084.011
20220903,0800,3265783.5918
20220903,0900,4845233.7286
20220903,1000,4200145.034
20220903,1100,4201544.9756000005
20220903,1200,5119400.2918
20220903,1300,4565978.6134
20220903,1400,5075454.2994
20220903,1500,4405048.552
20220903,1600,5385265.09
20220903,1700,5102950.416
20220903,1800,5116796.194
20220903,1900,5387227.4290000005
20220903,2000,5154165.15
20220903,2100,4865618.791
20220903,2200,4641688.998
20220903,2300,3442692.65
20220903,2400,4013030.609
20220904,0100,3135640.715
20220904,0200,5008190.675
20220904,0300,2900051.2770000002
20220904,0400,2554882.758
20220904,0500,3661668.335
20220904,0600,2793137.725
20220904,0700,2844466.521
20220904,0800,4657202.51
20220904,0900,3388950.935
20220904,1000,3890164.019
20220904,1100,3975290.614
20220904,1200,4172816.3479999998
20220904,1300,5091396.342
20220904,1400,4944137.647
20220904,1500,5016444.056
20220904,1600,5021015.62
20220904,1700,5047726.4569999995
20220904,1800,4402125.589
20220904,1900,6204774.559
20220904,2000,4494645.519
20220904,2100,5131021.545
20220904,2200,3957963.8880000003
20220904,2300,4742803.104
20220904,2400,4221220.285
20220905,0100,5098526.49
20220905,0200,2982987.435
20220905,0300,3033508.243
20220905,0400,2881601.084
20220905,0500,2856068.088
20220905,0600,2856724.245
20220905,0700,3434425.269
20220905,0800,5102028.077
20220905,0900,4771208.794
20220905,1000,7087431.408
20220905,1100,6238850.965
20220905,1200,6193752.885
20220905,1300,5259853.844
20220905,1400,6933999.096
20220905,1500,6157549.102
20220905,1600,6639071.908
20220905,1700,4791551.664
20220905,1800,5272992.899
20220905,1900,4846504.819
20220905,2000,4656891.414
20220905,2100,5238219.276
20220905,2200,3964761.947
20220905,2300,4498695.675
20220905,2400,4268298.6
20220906,0100,5280599.996
20220906,0200,3714626.619
20220906,0300,3647945.543
20220906,0400,3505661.801
20220906,0500,2708472.329
20220906,0600,3891715.259
20220906,0700,4178512.237
20220906,0800,4571260.294
20220906,0900,5138923.682
20220906,1000,5755206.338599999
20220906,1100,4999975.9064
20220906,1200,6032305.732
20220906,1300,6054774.2022
20220906,1400,6224677.0606
20220906,1500,6242125.0756
20220906,1600,6447557.9084
20220906,1700,6148716.652
20220906,1800,6111126.558
20220906,1900,5044867.176
20220906,2000,5546112.353
20220906,2100,5263390.532
20220906,2200,4944692.384
20220906,2300,3613455.949
20220906,2400,3458892.927
20220907,0100,3124791.942
20220907,0200,3758119.509
20220907,0300,2847317.15
20220907,0400,2670565.904
20220907,0500,3690327.022
20220907,0600,3085241.038
20220907,0700,3222395.2674000002
20220907,0800,3967496.378
20220907,0900,5466255.563
20220907,1000,4989141.133
20220907,1100,6053520.7032
20220907,1200,5346250.045
20220907,1300,6095849.8598
20220907,1400,5638443.7842
20220907,1500,4384775.2558
20220907,1600,5009121.629
20220907,1700,5929293.275
20220907,1800,5240921.243
20220907,1900,4860191.802
20220907,2000,5200972.392
20220907,2100,4112179.325
20220907,2200,3575950.125
20220907,2300,3131985.729
20220907,2400,2713858.605
20220908,0100,3942578.134
20220908,0200,3873581.423
20220908,0300,4458985.58
20220908,0400,3500708.779
20220908,0500,2742367.954
20220908,0600,3585166.607
20220908,0700,4238635.6126
20220908,0800,3643875.261
20220908,0900,4408338.999
20220908,1000,4787971.836
20220908,1100,5160336.2208
20220908,1200,6200542.2432
20220908,1300,6282224.302
20220908,1400,5432514.2636
20220908,1500,7070479.653
20220908,1600,6084217.7414
20220908,1700,5837773.042
20220908,1800,5116242.46
20220908,1900,5525037.392
20220908,2000,5413286.926
20220908,2100,5158939.805
20220908,2200,4834580.005
20220908,2300,3556539.921
20220908,2400,3431975.285
20220909,0100,4009004.295
20220909,0200,4702153.011
20220909,0300,3710338.449
20220909,0400,2697358.432
20220909,0500,2803939.928
20220909,0600,3525223.247
20220909,0700,3597385.3806
20220909,0800,3933820.0824
20220909,0900,4037273.5566000002
20220909,1000,4175516.4698
20220909,1100,4475015.919
20220909,1200,4708173.0682
20220909,1300,4669079.3682
20220909,1400,3911285.089
20220909,1500,4639935.799
20220909,1600,4709024.469
20220909,1700,4635271.7946
20220909,1800,3933283.868
20220909,1900,3890168.988
20220909,2000,3867590.537
20220909,2100,4503621.868
20220909,2200,4301747.329
20220909,2300,4070103.526
20220909,2400,3889052.454
20220910,0100,3595557.176
20220910,0200,3378226.129
20220910,0300,3330386.968
20220910,0400,3358074.809
20220910,0500,3337641.025
20220910,0600,3318637.684
20220910,0700,3534721.217
20220910,0800,2780156.385
20220910,0900,3792429.8422
